Sentence	Characters	Bytes
20. 会上的发言和讨论为2013年年度部长级审查提供了讨论背景。	32	82
126 儿童权利委员会建议尼日利亚继续努力，防止艾滋病毒/艾滋病传播并提供治疗 127，同时紧急地为儿童提供替代性看护的机会。	61	169
表示严重关切也门的政治、安全、经济和人道主义局势，	25	75
158. 关于发展权问题不限成员名额的工作组(不限成员名额工作组)于2000年9月18日至22日和2001年1月29日至2月2日举行了两次会议。	71	165
你惯常的感谢又来了	9	27
虽然自愿捐款和特别项目在提供服务方面具有重要作用，但也必须指出，它们并不足以提供能确保切实产生成果的保障。	53	159
你没错过什么... 因为我什么也没说	17	45
该让大家都得到教训了	10	30
瑞士还在高级别致力于核保安峰会进程，并参加了2012年9月在纽约举行的核安全与核保安高级别会议。	48	134
在乌干达，它同非政府组织 " 非洲愿景 " 合作，通过 " 天空水管 " 滤水器提供安全的饮水。	40	112
这些影响可概括如下：妨碍古巴出口产品进入美国、该区域大部分地区和古巴邻近地区的市场，同时不仅禁止美国公司而且禁止其设在外地的子公司向古巴销售产品，从而增加了运输费用；使古巴必须依靠第三市场或中间人；一直坚持所谓的 " 古巴风险 " ；禁止在与古巴进行的商业交易中使用美元；限制古巴购置新的技术或产品。	146	434
34. 目前，只有联合国系统内部用户能够使用电子培训管理系统，因此，该系统不能用于监测会员国开展的部署前培训。	54	156
申社长都已经知道了 所以我不能再去医院了	19	57
再回到你的日常饮食吧。	11	33
阴谋理论 你知道那些右翼武装部队... 和那些激进主权团体吗?	29	79
你来这里做什么？	8	24
把农业统计与国家统计制度其他方面相整合时，须考虑下放权力的程度。	32	96
但是，斯里兰卡监测团的资料显示，据报道，死者没有武装。	27	81
(l) 促进有关危险物质的较安全替代物的科学研究和生产，以便在必要的情况下以较安全的替代物取而代之。	49	141
卢比 她在看你呢	7	21
72. 目前，主要捐助方有澳大利亚、加拿大、德国、日本、荷兰、瑞典、美利坚合众国和欧洲联盟。	45	129
我来这为了我爸爸	8	24
(十二) E/CN.4/1998/156和Add.1号文件所载的联合声明，其中共同签署的各国代表团在人权委员会第1998/8号决议通过之前表示保留；	73	163
我万万没想到原来你真的是...	15	39
6. 请工作组就取得的进展向人权理事会提交一份报告，供理事会第三十届会议审议，报告应作为正式文件以联合国所有正式语文印发。	60	176
我还是不明白	6	18
他们是那个...	8	18
我想，我开车会很有淮头的	12	36
(c) " 经济及社会理事会作为就经济和社会发展问题开展政策审查、政策对话和提出建议并就千年发展目标采取后续行动的主要机关对拟订2015年之后全球发展议程的贡献 " 的主题讨论	84	234
所以这是那里的情况。	10	30
-你怎么这么不自然？	10	28
以色列继续扩大定居点，建造绕行公路，长此以往，建立一个可生存的、连续的巴勒斯坦国将变得更加困难。	48	144
任何决定 哪怕是要不要洗脸  对我来说都是艰难的抉择	23	69
头骨对玛雅人是一个重要的主题 当你环顾四周的玛雅石碑	25	75
1954年9月28日《关于难民地位的公约》第一条给 " 无国籍人 " 所下的定义是 " 指任何国家根据它的法律不认为他为国民的人 " 。	60	158
这个由数百个人迹罕至的岛屿 所组成的群岛 夹杂着众多未知未标明的珊瑚礁 还有上千个藏匿点 可以供船只溜进去	49	147
我刚刚完成了一个 由我负责的两年项目， 在这个特殊的项目中， 我们提出了”遮星板“的概念。	42	126
51. 人权高专办关于塞浦路斯人权问题的2013年报告指出，财产权问题依然引发关切，不断有财产争端提交欧洲人权法院审理。	59	163
是 我不太喜欢那种橙色的食物	13	39
2009年3月8日至11日，执行支助股的一名成员参加了在卡塔尔多哈举行的 " 执行安全理事会第1540号决议研讨会 " ，并与该地区尚未加入《公约》的国家的代表团举行了会谈。	83	221
* 监测关于侵犯人权、有罪不罚、暴力侵害妇女行为和选民名单争议的案件的20次庭审，方法是走访全国各地的法庭	52	150
1995年,联合国大学出版社在 " 联合国大学对危急环境区域的研究 " 系列丛书中出版了一册比较说明的书籍,题目是《处于危险状态的地区:受威胁环境之比较》。	74	204
- 那就好	4	10
会议还必须制定国际社会关于提高受援国自身努力效率的建议。	28	84
巴士停开的时间是1989年	13	31
不是她丈夫写的	7	21
在没有地籍文件的城市（主要是梅托希亚、佩奇、克利纳、代查尼和伊斯托克）中，阿族人在地籍中以本属于被驱逐塞族人的财产的所有人名义注册。	66	198
...在这个城市从未有过的， 毁灭你...	20	48
什么? 记得我说过 由你来当诱饵是个馊主意吗?	21	59
你来就是要跟我说这个？	11	33
妍实 你干吗说这种话？	10	30
36. 国际社会应该支持各国发展电子金融基础设施的努力。	27	75
27. 消除对妇女歧视委员会促请挪威开展一项研究，探讨媒体对女孩和妇女过度的性感表述可能对增加妇女遭受性别暴力情况的影响。	60	174
我找不到哈拉尔	7	21
能不能 同时处理很多项目?	12	34
一个负有第七章规定任务的联合国观察团，受到如此肆无忌惮的阻挠，无法履行其任务职责，令人深感愤恨。	48	144
对了 纯太同学也在找你哦	11	33
应该指出的是，这些救济金是在为此类公民支付退休金之外提供的。	30	90
* 金波特7号。	7	17
14. 还请秘书长确保对所提出的保护等级进行彻底的成本效益分析；	31	87
你买了桌布吗	6	18
那是1978年的夏天	10	22
这是真正的创新 ， 我将它定义为解决问题的创新。	22	66
284. 电力和水利部称，上面的标题所列的部门负责对63项关于检查、修复、更换及重建电力和水利部的主要分站和其它电网设施的合同。	63	177
为了争取森林碳伙伴关系基金支持从阶段1(准备)走向阶段2(早期行动)，一国需要编制准备情况综合材料，森林碳伙伴关系基金正在为此拟定一个评估框架。	72	204
含有更高级的脂肪	8	24
来，过来，我们吸一条吧	11	33
4. 着重指出需要解决粮食不安全的根本原因以及受影响地区的复苏、资产保护和可持续发展等各项问题，在这方面欢迎埃塞俄比亚粮食安全联盟制订的方案，并鼓励国际社会支持该联盟实现其主要目标，即在未来三至五年里打破依赖粮食援助的循环，从而使1 500万经常受灾的人能够从事可持续生产活动；	137	399
我可以...	6	12
说他承诺出庭时将说谎？	11	33
5月底，随着政府部队动用重型武器和装甲步兵增加对居民中心的攻击，将此作为清剿反政府武装团体行动的一部分，形势进一步恶化。	60	178
快点，马丁。我们已经迟到了！	14	42
你作为我的乘组人员？	10	30
这太愚蠢了，我知道 疯狂的记者们很恐怖	18	54
144. 委员会欢迎：	10	22
16. 与此同时，以色列继续修建扩张主义隔离墙，并且大部分是建在巴勒斯坦领土上的，隔离墙的走向为事实上吞并其与绿线之间的所有巴勒斯坦领土做好了准备，其中包括最重要的非法定居点和主要含水层。	93	273
3. 儿童基金会执行主任重申，儿童基金会致力于(a)促进两性平等	31	83
据说此物威力巨大	8	24
马克思已经很久没有照我说的做的	15	45
99. " 威胁公共秩序 " 的概念应当按法律和司法机构，按尽量狭隘的含义界定，以期允许言论自由。	45	125
123. 本报告所述期间，斐济未就加速实现男女事实上的平等采取暂行特别措施。	37	103
在实践过程中，副部长与部长共同承担行政和政治领导工作，因为过多的职权和义务客观上使部长不可能兼顾所负责的所有工作。	57	171
我们真正想做的 — — 我们是指建筑师如果这还算个职业的话 — — 这是劳吉尔小屋它看起来非常原始 ， 而且已经在那儿待了很久很久我们想要做的是建一个类似的东西因为他们将自己视为世界保护人 ， 我们希望当他们从卫星图里看自己的根据地 ， 八英亩大的地块时什么也找不着。我们希望那里始终保持绿色	134	402
皇后怎么会在这里？	9	27
本报告特别谈到在国际法各不同方面以及为加强联合国及其各机构的作用而在经济、社会和环境等方面执行的各种倡议和项目的情况。	59	177
你也应该谢谢你父亲	9	27
一个没了耳朵	6	18
一些代表团强调此项义务的待择性，并举例指出，羁押国有权酌情决定执行此项义务的哪个部分。	43	129
难道我着魔了吗？	8	24
部际委员会在武器和两用货物及技术贸易方面有下列出口管制职能：	30	90
我错过了很多曲棍球比赛	11	33
委员会还对街头儿童以及被剥夺自由的儿童遭到虐待的指控表示关切。	31	93
该中心除其他外就如何进行现代耕作和提高作物的生产率和质量为若干受害者提供了培训。	40	120
扩大安全理事会是安理会改革中最显而易见并最常讨论的方面，但它不是需要考虑的唯一方面。	42	126
利用这个极其敏感的问题有可能使当局在穆斯林选民面前陷于困难的境地。	33	99
现不现身由我决定	8	24
"三 陪审团认为被告有罪"	12	32
我会这样帮忙	6	18
四方成员正在积极考虑在年底前再次开会。	19	57
285. 委员会赞赏地注意到缔约国在国际合作领域作出了贡献和开展了与儿童权利有关的活动，包括双边和多边发展合作，并鼓励缔约国继续加强国际合作领域的活动，特别是要努力达到联合国国内总产值0.7%用作国际发展援助的指标。	107	305
